"","ID","Name","Lon","Lat","Location","day","daily_mean"
"202",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-22,4.26702373611111
"203",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-24,3.48859305555556
"204",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-25,1.66861861111111
"205",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-26,3.56396416666667
"206",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-27,3.70918638888889
"207",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-28,3.94621070422535
"208",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-29,6.00710104166667
"209",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-30,6.44585802777778
"210",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-31,4.40265861111111
"211",136514,"Heritage",-105.149341,39.970622,"outside",2022-02-01,2.30850638888889
"212",136514,"Heritage",-105.149341,39.970622,"outside",2022-02-03,10.1124265
"213",136514,"Heritage",-105.149341,39.970622,"outside",2022-02-04,4.13328027777778
"214",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-17,5.41196888888889
"215",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-15,3.30061722222222
"216",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-16,3.9864775
"217",136514,"Heritage",-105.149341,39.970622,"outside",2022-01-23,4.57244040277778
"218",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-16,3.73034769230769
"219",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-17,4.25168154929577
"220",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-18,3.81439736111111
"221",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-20,12.607737
"222",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-21,6.066365
"223",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-22,2.79943805555556
"224",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-23,2.99124777777778
"225",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-24,3.16821761111111
"226",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-25,1.64659444444444
"227",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-26,3.2834175
"228",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-27,3.32299138888889
"229",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-28,3.64093888888889
"230",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-29,4.97349305555556
"231",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-30,4.63806472222222
"232",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-31,4.30030611111111
"233",137686,"CCC SW",-105.175124,39.952332,"outside",2022-02-01,1.98554638888889
"234",137686,"CCC SW",-105.175124,39.952332,"outside",2022-02-02,1.81996166666667
"235",137686,"CCC SW",-105.175124,39.952332,"outside",2022-02-03,6.90458916666667
"236",137686,"CCC SW",-105.175124,39.952332,"outside",2022-02-04,2.85727805555556
"237",137686,"CCC SW",-105.175124,39.952332,"outside",2022-01-19,2.1826813037037
